Claim,Subsection,label,deepset/gbert-base,deepset/gbert-large,deepset/gelectra-base,deepset/gelectra-large
"Im Zuge des bundesweiten Lockdowns sind weite Teile des Einzelhandels mit Ausnahme etwa von Supermärkten, Drogerien oder Apotheken, dazu Friseure, Kosmetiksalons sowie viele Schulen seit 16. Dezember geschlossen, Kitas im Notbetrieb.","Verkaufsstellen im Sinne des Berliner Ladenöffnungsgesetzes vom 14. November 2006 (GVBl. S. 1045), das zuletzt durch das Gesetz vom 13. Oktober 2010 (GVBl. S. 467) geändert worden ist, dürfen nicht geöffnet werden. Ausgenommen vom Verbot nach Satz 1 ist der Einzelhandel für Lebensmittel und Getränke, Tabakprodukte, Schreibwaren, Zeitungen, Zeitschriften, Bücher und Tierbedarf, Apotheken, Einrichtungen zum Erwerb von Sanitätsbedarf sowie von Hör- und Sehhilfen und Verkaufsstellen zum ausschließlichen Erwerb von Weihnachtsbäumen, Drogerien, Reformhäuser, Tankstellen, Abhol- und Lieferdienste, Wochenmärkte mit Beschränkung auf die für den Einzelhandel zugelassenen Sortimente, gewerblicher Handwerkerbedarf, Fahrrad- und Kfz-Werkstätten.",True,1,0,1,1
"Im Zuge des bundesweiten Lockdowns sind weite Teile des Einzelhandels mit Ausnahme etwa von Supermärkten, Drogerien oder Apotheken, dazu Friseure, Kosmetiksalons sowie viele Schulen seit 16. Dezember geschlossen, Kitas im Notbetrieb.","Die Reservierungs- und Freihaltequoten beziehen sich auf die bis zum 6. Februar 2020 bestehenden und die bis zum 30. September 2020 gemäß § 21 des Krankenhausfinanzierungsgesetzes in der Fassung der Bekanntmachung vom 10. April 1991 (BGBl. I S. 886), das zuletzt durch Artikel 8 des Gesetzes vom 14. Oktober 2020 (BGBl. I S. 2115) geändert ist, geschaffenen intensivmedizinischen Betten mit maschineller Beatmungsmöglichkeit.",False,0,0,0,0
"Im Zuge des bundesweiten Lockdowns sind weite Teile des Einzelhandels mit Ausnahme etwa von Supermärkten, Drogerien oder Apotheken, dazu Friseure, Kosmetiksalons sowie viele Schulen seit 16. Dezember geschlossen, Kitas im Notbetrieb.","Dienstleistungsgewerbe im Bereich der Körperpflege wie Friseurbetriebe, Kosmetikstudios, Massagepraxen, Tattoo-Studios und ähnliche Betriebe sowie Sonnenstudios dürfen weder für den Publikumsverkehr geöffnet werden noch ihre Dienste anbieten. Satz 1 gilt nicht für medizinisch notwendige Behandlungen, insbesondere Physio- und Ergotherapie, Logopädie, Podologie, Fußpflege und Behandlungen durch Heilpraktikerinnen und Heilpraktiker. Abweichend von Satz 1 dürfen Friseurbetriebe ab dem 1. März 2021 unter Einhaltung folgender besonderer Hygiene- und Schutzmaßnahmen geöffnet werden: Kundinnen und Kunden dürfen nur nach vorheriger Terminvereinbarung bedient werden, zwischen den Plätzen für die Kundinnen und Kunden ist ein Sicherheitsabstand von 2 Metern zu gewährleisten, innerhalb dessen sich keine Kundinnen und Kunden aufhalten dürfen, wartende Kundinnen und Kunden dürfen sich nicht innerhalb der Betriebsräume aufhalten; die übrigen in dieser Verordnung festgelegten allgemeinen Schutz- und Hygieneregeln bleiben unberührt.",True,1,0,1,1
"Im Zuge des bundesweiten Lockdowns sind weite Teile des Einzelhandels mit Ausnahme etwa von Supermärkten, Drogerien oder Apotheken, dazu Friseure, Kosmetiksalons sowie viele Schulen seit 16. Dezember geschlossen, Kitas im Notbetrieb.",Diese Verordnung gilt für alle im Land Berlin zugelassenen Krankenhäuser.,False,0,0,0,0
"Im Zuge des bundesweiten Lockdowns sind weite Teile des Einzelhandels mit Ausnahme etwa von Supermärkten, Drogerien oder Apotheken, dazu Friseure, Kosmetiksalons sowie viele Schulen seit 16. Dezember geschlossen, Kitas im Notbetrieb.","Vorbehaltlich der Absätze 2 bis 4 findet in der Zeit ab dem 11. Januar 2021 bis zum Ablauf des 21. Februar 2021 ein Präsenzunterricht nicht statt und nehmen die Schülerinnen und Schüler, vorbehaltlich der Winterferien, am schulisch angeleiteten Lernen zu Hause teil. Ebenso findet in dieser Zeit keine außerunterrichtliche Förderung und Betreuung und keine ergänzende Förderung und Betreuung statt.",True,0,0,0,0
"Im Zuge des bundesweiten Lockdowns sind weite Teile des Einzelhandels mit Ausnahme etwa von Supermärkten, Drogerien oder Apotheken, dazu Friseure, Kosmetiksalons sowie viele Schulen seit 16. Dezember geschlossen, Kitas im Notbetrieb.","Die Arbeitsschutzverordnungen gemäß § 18 Absatz 1 und 2 des Arbeitsschutzgesetzes und abweichende Vorschriften der Länder zum Infektionsschutz im Zusammenhang mit der Betreuung von Kindern, weitergehende Vorschriften der Länder und die SARS-CoV-2-Arbeitsschutzregel bleiben unberührt.",False,0,0,0,0
"Allerdings ist die Schulpflicht ausgesetzt. Das heißt, Familien, denen das Risiko für ihre Kinder zu groß erscheint, müssen die Kinder nicht in die Schule schicken, es kann auch schulisch angeleitet weiter nur zu Hause gelernt werden.","Für die an das Infektionsgeschehen angepasste Wiederaufnahme des Lehr- und Betreuungsbetriebs in Präsenz gilt: 1. Den Jahrgangsstufen 1 bis 3 der Primarstufe wird ein Unterricht in festen Lerngruppen mit in der Regel halbierter Gruppenfrequenz angeboten. Ein Präsenzunterricht von mindestens drei Stunden täglich nach Maßgabe des Alternativszenarios gemäß den Vorgaben des Handlungsrahmens für das Schuljahr 2020/2021 ist hierbei für alle Schülerinnen und Schüler dieser Jahrgangsstufen sicherzustellen. Im Benehmen mit der Schulkonferenz kann abweichend von einem täglichen Präsenzunterricht nach Satz 2 ein Wechselmodell eingeführt werden, in dem sich für die Lerngruppen Tage des Präsenzunterrichts mit schulisch angeleitetem Lernen zu Hause abwechseln. Die Teilnahme an dem Präsenzunterricht ist freiwillig, die Entscheidung treffen die Erziehungsberechtigten. 2. In den Jahrgangsstufen 1 bis 6 wird eine Notbetreuung gemäß § 13 Absatz 6 der SARS-CoV-2-Infektionsschutzmaßnahmenverordnung im Umfang von höchstens achteinhalb Stunden täglich an Wochentagen für Schülerinnen und Schüler angeboten, für die keine andere Möglichkeit der Betreuung besteht und bei denen a) mindestens ein Elternteil eine berufliche Tätigkeit ausübt, die für die Aufrechterhaltung des öffentlichen Lebens erforderlich ist, b) ein Elternteil alleinerziehend ist oder c) es sich um Schülerinnen und Schüler mit einem festgestellten sonderpädagogischen Förderbedarf der Förderstufe II handelt. 3.Abweichend hiervon kann in den Fällen des Satzes 1 bei einem nachgewiesenen besonderen Bedarf im Einzelfall ein erweiterter Betreuungsumfang von mehr als achteinhalb Stunden täglich an Wochentagen innerhalb der Zeit von 6.00 bis 18.00 Uhr gewährt werden. Die Notbetreuung wird in den Jahrgangsstufen 1 bis 3 ergänzend zu dem Präsenzunterricht angeboten, wobei die Zeit des Präsenzunterrichts in den Umfang der täglichen Höchstbetreuungszeit mit einberechnet wird. 4. Schulen können im Einvernehmen mit der Schulaufsichtsbehörde für die Abschlussjahrgangsstufen entscheiden, nach Maßgabe des Alternativszenarios gemäß den Vorgaben des Handlungsrahmens für das Schuljahr 2020/2021 in festen Lerngruppen in halbierter Größe Präsenzunterricht anzubieten. Abschlussjahrgangsstufen im Sinne von Satz 1 sind die Jahrgangsstufen 10 und 13 der Integrierten Sekundarschulen und der Gemeinschaftsschulen sowie die Jahrgangsstufen 10 und 12 der allgemein bildenden Gymnasien, die Jahrgangsstufe 13 an beruflichen Gymnasien, die letzte Jahrgangsstufe der Berufsschule, der Bildungsgang der Integrierten Berufsausbildungsvorbereitung, die Jahrgangsstufen 10 und 13 an Schulen mit sonderpädagogischem Förderschwerpunkt und die letzte Jahrgangsstufe der Einrichtungen des Zweiten Bildungswegs zum nachträglichen Erwerb allgemeinbildender Abschlüsse. Die Teilnahme am Präsenzunterricht ist für die betroffenen Schülerinnen und Schüler freiwillig. Die Entscheidung über die freiwillige Teilnahme treffen bei Minderjährigen die Erziehungsberechtigten, sonst die volljährigen Schülerinnen und Schüler selbst. 5. Schulen mit sonderpädagogischem Förderschwerpunkt können im Einvernehmen mit der Schulaufsichtsbehörde bei sehr kleinen Lerngruppenstärken von einer Teilung der Lerngruppe absehen. 6. Für sozial benachteiligte Schülerinnen und Schüler sowie für Schülerinnen und Schüler, bei denen das Erreichen der Bildungsziele gefährdet ist, können die Schulen zusätzliche freiwillige Förder- und Unterstützungsangebote bereitstellen. 7. Der Hausunterricht und der Krankenhausunterricht für Schülerinnen und Schüler aller Jahrgangsstufen kann im Einvernehmen mit der Schulaufsichtsbehörde stattfinden, soweit Gründe des Gesundheits- und Infektionsschutzes nicht entgegenstehen.",True,0,0,0,0
"Allerdings ist die Schulpflicht ausgesetzt. Das heißt, Familien, denen das Risiko für ihre Kinder zu groß erscheint, müssen die Kinder nicht in die Schule schicken, es kann auch schulisch angeleitet weiter nur zu Hause gelernt werden.",Die Absätze 1 bis 4 gelten nicht für Veranstaltungen gemäß § 9 Absatz 3 Nummer 2 und 3.,False,0,0,0,0
Mit einer schrittweisen Öffnung der Schulen geht es bereits am 22. Februar los. Den Anfang machen Schüler der Klassenstufen 1 bis 3. Für sie soll es dann laut Bildungsverwaltung Wechselunterricht in halber Klassengröße geben. Sie werden also in geteilten Lerngruppen abwechselnd in der Schule und mit Hilfe digitaler Lösungen zu Hause unterrichtet.,"Für die an das Infektionsgeschehen angepasste Wiederaufnahme des Lehr- und Betreuungsbetriebs in Präsenz gilt: 1. Den Jahrgangsstufen 1 bis 3 der Primarstufe wird ein Unterricht in festen Lerngruppen mit in der Regel halbierter Gruppenfrequenz angeboten. Ein Präsenzunterricht von mindestens drei Stunden täglich nach Maßgabe des Alternativszenarios gemäß den Vorgaben des Handlungsrahmens für das Schuljahr 2020/2021 ist hierbei für alle Schülerinnen und Schüler dieser Jahrgangsstufen sicherzustellen. Im Benehmen mit der Schulkonferenz kann abweichend von einem täglichen Präsenzunterricht nach Satz 2 ein Wechselmodell eingeführt werden, in dem sich für die Lerngruppen Tage des Präsenzunterrichts mit schulisch angeleitetem Lernen zu Hause abwechseln. Die Teilnahme an dem Präsenzunterricht ist freiwillig, die Entscheidung treffen die Erziehungsberechtigten. 2. In den Jahrgangsstufen 1 bis 6 wird eine Notbetreuung gemäß § 13 Absatz 6 der SARS-CoV-2-Infektionsschutzmaßnahmenverordnung im Umfang von höchstens achteinhalb Stunden täglich an Wochentagen für Schülerinnen und Schüler angeboten, für die keine andere Möglichkeit der Betreuung besteht und bei denen a) mindestens ein Elternteil eine berufliche Tätigkeit ausübt, die für die Aufrechterhaltung des öffentlichen Lebens erforderlich ist, b) ein Elternteil alleinerziehend ist oder c) es sich um Schülerinnen und Schüler mit einem festgestellten sonderpädagogischen Förderbedarf der Förderstufe II handelt. 3.Abweichend hiervon kann in den Fällen des Satzes 1 bei einem nachgewiesenen besonderen Bedarf im Einzelfall ein erweiterter Betreuungsumfang von mehr als achteinhalb Stunden täglich an Wochentagen innerhalb der Zeit von 6.00 bis 18.00 Uhr gewährt werden. Die Notbetreuung wird in den Jahrgangsstufen 1 bis 3 ergänzend zu dem Präsenzunterricht angeboten, wobei die Zeit des Präsenzunterrichts in den Umfang der täglichen Höchstbetreuungszeit mit einberechnet wird. 4. Schulen können im Einvernehmen mit der Schulaufsichtsbehörde für die Abschlussjahrgangsstufen entscheiden, nach Maßgabe des Alternativszenarios gemäß den Vorgaben des Handlungsrahmens für das Schuljahr 2020/2021 in festen Lerngruppen in halbierter Größe Präsenzunterricht anzubieten. Abschlussjahrgangsstufen im Sinne von Satz 1 sind die Jahrgangsstufen 10 und 13 der Integrierten Sekundarschulen und der Gemeinschaftsschulen sowie die Jahrgangsstufen 10 und 12 der allgemein bildenden Gymnasien, die Jahrgangsstufe 13 an beruflichen Gymnasien, die letzte Jahrgangsstufe der Berufsschule, der Bildungsgang der Integrierten Berufsausbildungsvorbereitung, die Jahrgangsstufen 10 und 13 an Schulen mit sonderpädagogischem Förderschwerpunkt und die letzte Jahrgangsstufe der Einrichtungen des Zweiten Bildungswegs zum nachträglichen Erwerb allgemeinbildender Abschlüsse. Die Teilnahme am Präsenzunterricht ist für die betroffenen Schülerinnen und Schüler freiwillig. Die Entscheidung über die freiwillige Teilnahme treffen bei Minderjährigen die Erziehungsberechtigten, sonst die volljährigen Schülerinnen und Schüler selbst. 5. Schulen mit sonderpädagogischem Förderschwerpunkt können im Einvernehmen mit der Schulaufsichtsbehörde bei sehr kleinen Lerngruppenstärken von einer Teilung der Lerngruppe absehen. 6. Für sozial benachteiligte Schülerinnen und Schüler sowie für Schülerinnen und Schüler, bei denen das Erreichen der Bildungsziele gefährdet ist, können die Schulen zusätzliche freiwillige Förder- und Unterstützungsangebote bereitstellen. 7. Der Hausunterricht und der Krankenhausunterricht für Schülerinnen und Schüler aller Jahrgangsstufen kann im Einvernehmen mit der Schulaufsichtsbehörde stattfinden, soweit Gründe des Gesundheits- und Infektionsschutzes nicht entgegenstehen.",True,0,0,0,0
Mit einer schrittweisen Öffnung der Schulen geht es bereits am 22. Februar los. Den Anfang machen Schüler der Klassenstufen 1 bis 3. Für sie soll es dann laut Bildungsverwaltung Wechselunterricht in halber Klassengröße geben. Sie werden also in geteilten Lerngruppen abwechselnd in der Schule und mit Hilfe digitaler Lösungen zu Hause unterrichtet.,Diese Verordnung tritt am fünften Tag nach der Verkündung in Kraft; sie tritt am 15. März 2021 außer Kraft.,False,0,0,0,0
Bibliotheken dürfen wieder Leihbetrieb anbieten.,"Kinos, Theater, Opernhäuser, Konzerthäuser, Museen, Gedenkstätten und kulturelle Veranstaltungsstätten in öffentlicher und privater Trägerschaft dürfen nicht für den Publikumsverkehr geöffnet werden. Der Leihbetrieb von Bibliotheken ist zulässig.",True,1,0,1,1
Bibliotheken dürfen wieder Leihbetrieb anbieten.,Patientinnen und Patienten dürfen einmal am Tag durch eine Person für eine Stunde Besuch empfangen.,False,0,0,0,0
Bibliotheken dürfen wieder Leihbetrieb anbieten.,"Staatliche, private und konfessionelle Hochschulen einschließlich ihrer Einrichtungen dürfen nicht für den Publikumsverkehr geöffnet werden. Die Hochschulen führen ihren Lehrbetrieb im Wintersemester 2020/2021 grundsätzlich mit Online-Formaten und nicht im Präsenzlehrbetrieb durch. Praxisformate, die nicht digital durchführbar sind, und Prüfungen dürfen unter Beachtung der grundsätzlichen Pflichten, der Schutz- und Hygieneregeln nach Teil 1 sowie der jeweils in den Hochschulen geltenden besonderen Bestimmungen in Präsenzform durchgeführt werden. Zulässig nach Satz 3 sind insbesondere 1. Praxisformate, die spezielle Labor- und Arbeitsräume an den Hochschulen erfordern, 2. praktischer Unterricht in medizinisch-klinischen Studiengängen, 3. künstlerischer Unterricht, 4. sportpraktische Übungen und 5. Präsenzformate zur Einführung von Studienanfängerinnen und Studienanfängern. In Praxisformaten nach Satz 4 soll die maximale Anzahl von 25 teilnehmenden Studierenden grundsätzlich nicht überschritten werden. In begründeten Fällen können die Hochschulen Personen abweichend von Satz 1 begrenzten Zutritt gestatten. Satz 1 gilt nicht für den Botanischen Garten. Wissenschaftliche Bibliotheken dürfen nur Leihbetrieb und Online-Dienste anbieten.",True,1,0,1,1
Bibliotheken dürfen wieder Leihbetrieb anbieten.,Diese Verordnung gilt für alle im Land Berlin zugelassenen Krankenhäuser.,False,0,0,0,0
"Das Verbot, im Freien Alkohol zu trinken, gilt nur noch in Grünanlagen sowie auf Parkplätzen.","Der Verzehr von alkoholischen Getränken ist in Grünanlagen im Sinne des Grünanlagengesetzes vom 24. November 1997 (GVBl. S. 612), das zuletzt durch § 15 Absatz 1 des Gesetzes vom 29. September 2004 (GVBl. S. 424) geändert worden ist, in der jeweils geltenden Fassung sowie auf Parkplätzen untersagt.",True,1,0,1,1
"Das Verbot, im Freien Alkohol zu trinken, gilt nur noch in Grünanlagen sowie auf Parkplätzen.","Eine medizinische Gesichtsmaske im Sinne dieser Verordnung ist eine aus speziellen Materialien hergestellte Maske, die den Anforderungen der europäischen Norm EN 14683:2019+AC:2019 entspricht oder die den Anforderungen der europäischen Norm EN 149:2001+A1:2009 entspricht, wobei die Maske jedenfalls nicht über ein Ausatemventil verfügen darf. Absatz 5 Satz 2 gilt entsprechend.",False,0,0,0,0
